house_size_marla,num_residents,working_residents,urban_rural,energy_saving_appliances,weekend,month,temperature,num_lights,hours_lights,num_fans,hours_fans,num_AC,hours_AC,num_fridge,num_washing_machine,hours_washing_machine,num_TV,hours_TV,num_computer,hours_computer,num_water_heater,hours_water_heater,num_oven,hours_oven,num_microwave,hours_microwave,num_iron,hours_iron,num_water_pump,hours_water_pump,total_appliances,avg_daily_kwh,kwh_per_resident,monthly_kwh
16,8,3,Rural,1,0,5,29.9,18,3.1,2,13.08,4,3.36,2,0,0.1,4,4.0,3,6.3,3,1.2,1,0.6,1,0.5,1,0.7,1,2.5,40,52.7,197.6,1581.1
8,6,1,Rural,0,0,7,33.8,18,7.0,2,5.159999999999999,0,11.4,2,2,1.0,3,2.5,0,3.9,2,0.7,0,1.7,1,0.5,1,0.9,1,0.6,32,20.8,104.2,625.4
16,6,2,Urban,1,1,1,17.5,21,4.8,2,5.2,2,5.2,1,0,0.9680000000000002,3,6.413000000000001,0,2.3,2,3.2,0,2.0570000000000004,1,1.0,1,0.7,0,2.6,33,46.4,231.8,1390.7
59,3,3,Urban,1,1,4,30.6,17,3.1,7,4.0,2,10.5,1,1,0.22000000000000003,3,3.74,2,7.3,1,2.8,1,0.66,1,1.9,1,0.6,0,1.2,37,51.1,510.8,1532.5
32,7,3,Rural,1,0,12,12.6,23,5.1,5,8.7,5,7.7,2,2,0.1,2,1.5,0,3.7,1,1.4,2,0.4,2,1.9,0,0.5,0,1.6,44,58.7,251.6,1761.5
22,8,1,Rural,0,1,7,40.2,13,6.2,3,8.16,3,1.68,2,1,0.44000000000000006,2,8.14,2,1.0,3,2.9,2,0.8800000000000001,2,0.8,1,0.8,1,2.4,35,70.9,265.9,2127.1
2,4,3,Rural,1,0,12,17.1,15,7.7,5,10.4,1,3.0,2,2,0.2,1,5.5,3,3.8,1,3.9,0,0.3,0,1.3,0,0.6,0,1.6,30,31.0,232.2,929.0
37,6,3,Urban,0,0,10,29.8,18,3.3,5,5.1,4,4.8,1,2,0.8,5,2.3,3,7.4,2,3.4,1,0.4,2,0.9,0,0.9,1,2.4,44,79.9,399.4,2396.3
5,3,3,Urban,0,0,5,29.4,6,3.7,5,11.04,1,5.52,1,0,0.5,2,2.6,3,0.0,0,2.5,0,0.3,1,0.7,1,0.2,0,2.0,20,18.1,180.5,541.6
42,3,2,Urban,0,0,2,10.3,11,6.0,5,9.3,2,4.8,2,2,0.9,5,4.3,0,4.4,3,3.2,1,0.2,2,1.1,0,0.5,0,0.4,33,64.9,648.7,1946.0
13,5,2,Urban,1,0,11,28.9,9,4.9,3,5.1,3,10.8,2,0,0.7,4,4.5,2,2.4,2,2.3,1,2.0,1,0.6,1,0.5,1,0.0,29,71.1,426.4,2131.9
19,4,2,Urban,1,0,9,33.7,17,4.8,2,5.8,1,5.5,1,0,0.9,3,7.9,3,6.5,1,3.9,1,1.1,0,0.4,0,0.7,1,2.1,30,39.9,299.0,1196.0
11,3,2,Urban,0,0,2,15.1,12,4.1,7,4.7,1,1.1,1,2,0.8,2,6.7,1,7.2,1,0.3,0,0.4,1,0.8,0,0.6,1,2.8,29,22.3,222.7,668.1
55,4,1,Rural,0,0,12,14.3,13,5.7,7,7.6,4,3.7,1,0,1.0,5,1.3,1,1.9,1,0.8,1,0.2,2,0.5,0,0.9,1,0.9,36,35.0,262.6,1050.4
6,6,3,Urban,0,0,3,18.1,9,6.3,5,10.4,3,5.3,1,0,0.18000000000000002,1,2.43,3,4.5,2,3.3,1,0.36000000000000004,0,1.9,0,1.0,1,2.2,26,67.1,335.7,2014.3
20,5,2,Urban,0,0,11,25.1,17,4.4,3,4.1,4,4.2,2,0,0.6,5,7.9,0,2.7,1,2.1,2,0.8,1,0.9,0,1.0,0,1.8,35,46.7,280.1,1400.4
5,8,1,Rural,1,1,11,25.6,11,7.3,5,7.5,0,2.9,1,2,0.55,2,8.14,3,5.6,2,2.5,0,0.22000000000000003,1,1.5,1,0.8,0,0.3,28,32.0,120.1,961.1
37,4,2,Urban,0,0,8,36.3,24,6.0,4,13.44,2,6.0,1,1,0.1,3,6.5,2,7.0,3,0.9,2,1.2,2,0.6,1,0.5,0,2.4,45,55.4,415.7,1662.7
63,8,1,Urban,0,0,10,24.4,17,6.7,3,10.7,3,10.7,2,1,0.1,4,6.0,1,0.2,1,2.5,1,1.9,1,1.5,0,0.7,0,2.1,34,72.5,272.0,2176.1
15,5,2,Urban,0,0,1,15.9,9,3.4,3,4.1,4,5.0,2,0,0.7200000000000001,2,4.41,1,3.9,1,3.9,0,0.9,1,2.0,1,0.9,0,0.5,24,50.2,301.3,1506.7
15,8,2,Rural,1,0,3,25.1,17,3.0,2,10.0,2,4.3,2,0,0.4,2,4.1,0,7.3,1,0.1,0,1.0,1,1.5,0,0.8,1,1.7,28,26.3,98.6,788.8
69,4,3,Urban,1,0,3,22.6,11,5.2,2,5.6,4,5.0,1,2,0.1,3,4.9,1,0.4,3,3.1,1,0.2,1,1.0,0,0.7,1,0.1,30,62.7,470.4,1881.5
26,8,2,Urban,0,0,10,30.3,15,4.1,5,5.7,3,8.1,1,2,0.5,5,7.1,2,1.8,3,4.0,1,2.0,1,0.5,1,0.6,0,2.5,39,104.3,391.2,3129.3
15,4,2,Rural,0,1,3,23.8,22,6.2,2,8.6,1,0.1,1,1,0.9680000000000002,3,4.840000000000001,0,3.5,1,1.5,1,0.12100000000000002,1,0.5,1,0.1,0,2.4,34,19.9,148.9,595.6
20,7,1,Urban,1,0,10,22.0,12,6.8,7,9.2,3,4.9,2,0,0.1,2,1.8,3,7.9,1,2.4,2,0.7,1,1.1,1,0.3,0,1.3,34,43.0,184.1,1288.6
30,5,3,Urban,0,0,1,9.3,24,5.1,5,8.3,5,5.3,1,1,0.9,4,1.4,2,0.5,3,0.0,2,0.8,1,1.0,1,0.5,1,1.3,50,49.2,295.4,1477.1
7,4,3,Urban,0,0,6,33.1,17,6.4,6,13.68,3,10.2,1,2,0.9,3,4.5,2,1.9,0,1.0,0,1.0,0,1.8,0,0.1,1,1.1,35,75.2,563.7,2254.8
42,7,1,Rural,0,0,4,27.5,24,5.2,2,8.7,2,11.5,1,0,0.8,5,7.1,1,3.1,1,2.7,1,0.6,2,0.1,1,0.7,1,1.7,41,70.6,302.7,2119.2
18,7,2,Urban,0,1,11,24.2,18,7.4,2,9.1,2,3.5,2,2,0.9680000000000002,1,7.018000000000001,0,7.2,3,3.4,0,0.8470000000000001,0,1.1,1,0.1,1,1.2,32,71.7,307.1,2149.7
2,5,1,Urban,0,1,9,35.0,17,5.2,6,9.5,0,0.9,1,0,0.11000000000000001,1,3.9600000000000004,3,1.1,1,2.4,0,1.7600000000000002,1,0.2,0,0.6,0,2.8,30,21.0,126.3,631.4
41,6,2,Urban,0,1,10,27.0,10,4.2,5,7.4,4,9.6,2,0,1.1,5,3.19,1,7.2,2,1.3,1,1.1,2,0.7,1,0.9,0,2.3,33,84.2,420.8,2524.9
13,5,2,Urban,1,0,3,22.5,21,5.2,4,7.5,1,5.5,1,1,0.27,1,4.77,3,7.8,1,1.1,1,1.4400000000000002,1,0.2,0,0.3,0,0.2,35,23.9,143.4,717.0
5,4,3,Urban,0,0,5,32.8,12,4.8,2,12.12,0,4.68,1,1,0.3,3,1.3,3,2.0,2,3.5,1,1.4,1,0.6,1,0.1,1,2.4,28,47.6,357.0,1427.9
22,6,2,Urban,0,0,11,21.9,20,7.5,7,9.4,4,5.1,2,0,0.0,5,6.6,0,2.4,3,0.5,2,1.0,2,0.9,1,0.3,1,1.8,47,64.8,324.1,1944.6
69,5,3,Urban,0,0,7,30.0,12,3.6,5,11.04,2,9.96,2,1,0.8800000000000001,5,4.51,2,1.6,3,3.0,2,1.6500000000000001,1,0.4,1,0.7,1,2.9,37,92.6,555.6,2777.8
66,5,3,Rural,0,1,1,17.2,22,3.6,4,6.3,4,0.6,2,0,1.1,2,6.6000000000000005,1,2.6,1,2.7,2,1.87,1,1.7,0,0.8,0,0.6,39,31.2,187.4,936.8
73,5,1,Urban,0,0,3,21.3,15,5.9,7,6.7,2,7.5,1,1,0.1,3,2.1,3,2.1,1,2.3,1,0.3,2,0.4,0,1.0,1,2.6,37,49.8,298.9,1494.3
50,5,2,Urban,0,1,9,35.9,18,6.6,2,4.9,2,5.9,2,0,0.9900000000000001,5,6.16,2,0.9,1,3.6,1,0.77,1,0.9,1,0.5,1,2.6,36,60.1,360.8,1803.9
4,6,1,Urban,0,0,10,21.0,11,7.3,4,9.6,3,7.2,2,1,0.36000000000000004,1,2.79,3,6.2,0,1.0,1,0.0,0,1.8,0,0.2,1,2.9,27,52.1,260.4,1562.5
12,4,1,Urban,0,0,3,27.0,10,4.6,4,7.5,1,6.7,1,1,0.11000000000000001,3,3.9600000000000004,2,0.9,3,0.6,0,1.7600000000000002,1,0.3,1,0.8,1,0.1,28,25.5,191.0,764.0
49,7,1,Rural,0,0,2,14.7,22,5.6,4,6.8,4,1.8,1,1,0.4,3,5.3,2,4.9,3,3.7,1,0.5,1,0.3,0,0.3,0,2.0,42,67.4,288.8,2021.7
13,5,1,Urban,0,1,1,9.9,12,4.2,7,5.9,2,6.9,2,1,0.77,4,7.590000000000001,2,2.6,1,4.0,1,1.32,1,1.2,1,0.2,1,2.5,35,51.4,308.5,1542.5
22,7,3,Urban,0,0,5,33.3,25,4.7,7,6.359999999999999,3,14.04,1,2,0.8,4,3.7,0,3.0,3,3.3,1,0.8,1,0.2,1,0.4,1,0.7,49,134.7,577.1,4040.0
29,7,3,Rural,0,0,3,20.2,19,7.2,3,9.7,4,1.4,2,1,0.1,5,3.7,3,7.5,2,1.6,2,1.4,2,1.7,0,0.4,1,2.0,44,50.8,217.8,1524.9
11,7,3,Urban,0,0,8,34.0,15,3.6,2,9.719999999999999,3,10.56,1,2,1.0,1,4.1,0,0.8,3,3.2,0,0.7,0,0.9,0,0.8,1,1.5,28,101.3,434.0,3038.3
67,5,3,Rural,0,0,3,18.2,21,3.1,7,10.0,5,10.0,1,1,0.1,3,5.9,1,3.6,1,3.4,1,0.5,2,1.3,0,0.3,0,2.5,43,91.2,547.2,2736.1
23,5,2,Urban,0,1,8,32.3,10,4.5,6,10.56,2,3.7199999999999998,2,2,0.3960000000000001,5,7.029000000000001,3,4.3,3,1.9,1,0.09900000000000002,2,1.6,1,0.8,1,0.8,38,59.8,358.7,1793.3
17,8,3,Urban,0,0,12,14.4,21,5.2,7,11.0,3,2.7,2,2,0.9,2,7.7,3,4.6,2,3.6,1,1.0,1,1.3,0,0.0,0,1.0,44,62.4,234.0,1871.7
71,5,2,Rural,0,0,6,36.8,11,5.5,4,13.08,4,4.68,2,2,0.5,5,7.6,0,7.6,2,2.4,2,1.0,2,0.7,0,0.7,1,1.0,35,72.3,433.8,2169.2
18,5,1,Urban,0,0,9,34.1,7,7.0,5,8.7,1,11.7,1,1,0.9,3,6.5,3,5.9,1,1.1,1,0.8,0,0.7,1,0.4,0,2.6,24,36.7,220.5,1102.4
7,3,2,Urban,0,0,7,28.0,20,7.4,6,13.68,1,6.359999999999999,2,2,0.6,2,5.6,1,1.6,2,3.4,0,0.5,0,0.3,1,0.0,1,2.7,38,63.9,638.8,1916.4
22,4,3,Urban,1,0,12,20.1,14,6.7,2,11.6,2,9.5,2,1,0.4,4,3.4,1,3.3,2,0.9,1,0.5,1,0.4,0,0.6,1,1.6,31,46.4,348.2,1392.6
43,3,3,Urban,0,0,7,35.1,14,3.6,6,6.0,2,2.52,2,0,1.0,3,7.4,0,2.9,1,2.1,1,1.3,2,0.5,1,0.7,0,1.9,32,31.6,315.5,946.5
41,8,3,Rural,0,1,1,16.8,10,3.1,6,11.8,3,1.0,1,2,0.7260000000000001,5,2.2990000000000004,3,4.7,3,0.7,2,0.8470000000000001,1,0.6,1,0.0,0,1.8,37,28.3,106.3,850.1
41,6,1,Urban,0,0,8,32.8,20,7.6,6,12.12,3,5.76,2,0,0.8800000000000001,5,2.53,1,7.9,2,3.2,1,0.11000000000000001,2,0.6,0,0.4,0,2.9,42,78.4,391.8,2350.8
32,3,1,Rural,0,1,5,33.2,24,7.2,7,10.799999999999999,2,8.4,1,2,0.77,4,2.4200000000000004,0,7.0,2,3.2,2,0.0,2,1.7,1,0.6,0,0.5,47,78.4,783.9,2351.7
13,3,3,Urban,0,0,6,35.1,7,3.0,4,13.68,3,10.2,1,0,0.5,2,6.9,2,7.9,3,4.0,1,1.2,0,0.7,1,0.1,0,0.7,24,120.1,1200.7,3602.2
50,3,1,Urban,0,0,4,32.6,17,3.8,3,10.4,4,10.0,2,2,0.7,5,7.0,0,1.6,1,4.0,1,1.0,1,0.6,0,1.0,1,0.5,37,101.0,1009.7,3029.1
67,4,2,Urban,0,0,9,31.5,17,7.4,6,10.8,5,1.8,2,0,0.8,4,2.1,2,7.5,3,3.7,2,1.1,2,1.6,1,0.7,1,1.8,45,88.4,662.8,2651.4
7,7,2,Rural,0,0,1,12.3,20,7.8,5,5.4,1,9.7,1,1,0.5,1,7.7,1,0.3,0,3.4,1,1.2,1,1.7,0,1.0,1,1.2,33,30.4,130.1,910.5
5,6,2,Urban,1,1,12,13.3,19,3.2,6,7.4,0,9.1,1,1,0.77,4,3.5200000000000005,3,3.4,0,0.9,1,2.2,0,1.0,1,0.9,1,0.7,37,14.8,74.1,444.5
72,6,2,Urban,0,0,3,22.6,22,7.0,5,7.0,4,0.6,2,1,0.0,5,5.0,2,2.2,3,3.8,1,0.6,2,0.8,0,0.7,1,1.7,48,75.6,378.1,2268.4
50,4,3,Urban,0,0,11,24.7,21,3.1,6,6.1,2,11.3,1,2,0.4,2,5.6,0,5.2,1,0.7,2,1.6,2,0.1,1,0.2,1,2.9,41,57.3,429.9,1719.7
62,8,3,Urban,0,0,6,35.1,10,7.1,2,7.199999999999999,3,4.44,1,2,0.7,3,1.0,2,0.8,1,0.7,1,0.1,1,0.1,1,0.4,0,2.9,27,36.8,137.8,1102.8
63,3,2,Rural,0,1,1,15.9,19,3.1,3,5.4,2,11.7,1,2,0.22000000000000003,2,3.9600000000000004,2,4.0,3,2.0,2,2.09,1,1.5,1,1.0,0,0.8,38,70.9,708.5,2125.6
25,7,2,Urban,1,1,8,36.7,19,6.8,3,10.56,3,7.68,1,1,0.33,2,6.050000000000001,0,6.4,2,0.9,2,1.32,2,0.8,1,0.8,0,0.6,36,58.7,251.6,1761.0
26,5,3,Urban,0,0,10,27.4,21,3.5,6,9.3,5,10.5,2,0,0.0,4,6.7,2,2.1,2,0.4,2,0.6,1,0.9,0,0.7,1,0.6,46,109.8,658.5,3292.6
26,4,1,Urban,1,1,7,38.7,21,6.9,4,14.16,5,9.36,2,2,0.33,2,3.74,0,6.2,2,1.0,2,0.55,1,1.5,0,0.5,1,0.8,42,101.0,757.4,3029.8
0,8,2,Rural,0,1,11,20.6,16,7.2,3,12.0,1,3.7,1,1,0.11000000000000001,2,6.050000000000001,3,0.9,0,0.2,0,0.0,0,1.8,1,0.4,1,1.0,29,20.0,74.9,598.9
37,7,1,Rural,1,0,9,36.2,16,6.7,6,8.1,5,3.9,2,2,0.63,3,4.32,2,7.7,3,1.5,1,0.36000000000000004,2,1.0,0,0.4,1,0.4,43,61.2,262.5,1837.5
23,8,3,Urban,0,0,5,33.0,13,6.2,6,11.4,4,9.0,2,2,0.5,5,3.7,0,6.3,2,3.5,2,0.5,1,1.2,0,0.2,1,1.3,38,108.7,407.8,3262.4
25,4,2,Urban,0,0,9,24.6,10,7.1,7,8.1,3,9.0,1,1,1.0,3,2.7,1,5.4,1,3.5,1,0.6,2,1.8,0,0.5,1,1.9,31,74.2,556.6,2226.3
20,4,2,Urban,1,0,9,31.9,13,4.5,4,5.0,3,3.3,2,0,0.1,3,6.0,1,3.0,1,1.3,1,0.5,1,1.8,0,0.0,1,2.7,30,35.3,264.8,1059.4
16,5,1,Urban,1,0,8,35.6,18,4.2,6,12.719999999999999,3,8.04,2,0,0.44000000000000006,2,6.71,2,7.2,3,1.7,0,1.32,1,0.3,0,0.6,0,2.6,37,70.9,425.6,2128.0
8,8,1,Urban,1,1,12,15.4,12,3.8,4,7.1,2,6.9,1,2,0.33,2,3.08,0,7.4,0,0.7,1,0.11000000000000001,1,0.2,0,0.8,0,0.5,25,21.6,80.9,647.2
10,7,1,Urban,0,0,8,32.1,17,4.4,5,8.4,2,10.799999999999999,1,1,0.45,1,1.1700000000000002,0,7.8,1,1.7,0,1.62,0,0.7,0,0.8,1,1.5,29,56.3,241.2,1688.4
8,8,1,Rural,0,0,4,30.9,20,4.5,5,9.2,3,6.8,2,1,0.5,4,7.7,1,3.0,0,3.4,1,0.3,1,1.1,0,0.7,1,0.6,39,55.2,207.0,1655.9
5,8,2,Urban,0,1,6,38.1,6,7.4,3,11.76,2,7.319999999999999,2,0,0.55,1,2.75,2,4.0,0,1.8,0,0.66,0,1.2,1,1.0,1,0.7,18,39.2,147.0,1175.8
76,3,3,Urban,0,1,10,32.1,24,4.1,5,9.6,2,6.1,1,2,0.8800000000000001,4,6.2700000000000005,1,5.9,2,2.3,1,1.87,2,1.1,0,0.2,0,1.3,44,61.3,613.0,1839.1
6,8,1,Urban,0,0,4,23.5,13,6.7,6,9.1,0,6.6,2,0,0.3,2,3.4,2,3.6,1,2.0,1,0.2,1,1.0,0,0.2,1,1.2,29,25.1,94.1,753.0
14,7,1,Urban,0,0,7,32.8,13,5.1,7,11.52,2,6.96,2,1,0.5,2,3.3,3,7.6,3,1.8,0,1.4,0,1.9,1,0.0,1,0.8,35,61.2,262.3,1836.1
29,7,3,Urban,0,0,2,17.2,14,6.5,4,8.4,4,4.3,2,1,0.7200000000000001,4,6.12,2,3.5,1,3.5,1,0.63,1,0.1,0,0.1,0,2.4,34,52.1,223.4,1563.7
24,3,2,Urban,0,1,10,26.1,23,7.2,7,6.7,2,4.1,2,1,0.9900000000000001,2,7.700000000000001,1,8.0,3,1.0,1,1.1,2,0.2,1,0.4,1,0.3,46,45.8,458.4,1375.2
8,5,3,Rural,0,0,12,18.8,12,5.0,5,7.2,2,0.5,2,0,1.0,2,5.4,3,1.9,0,3.4,0,0.3,0,1.2,1,0.4,1,2.1,28,17.7,106.2,530.9
45,7,3,Rural,0,1,5,33.3,23,3.5,6,13.92,2,9.6,1,2,0.77,4,2.2,2,6.6,3,1.8,1,0.0,2,0.5,1,0.2,1,0.9,48,77.6,332.6,2328.4
40,8,1,Urban,1,0,3,23.2,20,7.6,6,6.7,2,10.4,1,0,0.6,3,1.0,1,2.9,3,1.8,1,1.9,2,0.8,0,0.2,1,1.8,40,64.2,240.8,1926.7
7,8,3,Urban,0,0,4,29.6,15,3.4,4,10.6,1,9.2,1,2,0.6,2,3.7,2,1.1,2,1.7,1,1.6,1,0.4,0,0.9,0,0.5,31,39.2,146.8,1174.6
12,3,3,Rural,0,0,11,15.1,19,6.6,3,9.0,3,8.6,1,0,0.4,4,5.8,3,2.2,1,3.7,0,0.2,0,0.1,1,1.0,0,1.7,35,60.3,603.0,1808.9
76,4,2,Rural,0,0,12,13.5,16,7.7,3,5.0,4,9.2,2,0,0.6,3,5.4,2,4.5,1,2.7,1,0.7,2,0.5,0,1.0,0,0.9,34,69.0,517.8,2071.1
47,4,1,Urban,0,0,10,28.5,20,4.4,7,4.4,3,7.7,1,1,0.7,3,7.7,0,2.5,3,0.1,2,0.7,2,0.0,1,0.8,0,1.1,43,52.2,391.7,1566.7
38,3,1,Rural,0,0,5,32.7,18,3.8,3,13.68,4,6.48,1,0,0.55,5,6.38,2,2.7,3,3.2,2,0.8800000000000001,2,0.5,1,1.0,0,0.6,41,105.0,1049.8,3149.4
0,4,1,Urban,0,0,11,21.5,14,4.4,4,8.1,2,8.3,2,1,0.7,3,6.7,0,3.4,2,0.0,0,1.2,1,0.1,1,0.3,1,0.8,31,36.3,272.4,1089.5
18,7,2,Urban,0,1,3,23.4,21,3.1,4,4.7,1,0.8,1,2,0.8800000000000001,1,7.370000000000001,0,6.5,1,1.6,0,1.9800000000000002,0,1.9,1,0.8,0,1.2,32,17.0,72.6,508.5
21,3,2,Urban,1,0,9,31.9,21,7.6,7,7.6,2,6.8,1,2,0.1,2,1.9,2,4.5,2,1.1,1,1.3,1,1.8,1,0.5,1,1.2,43,49.6,496.2,1488.7
6,8,2,Urban,0,0,4,30.2,15,4.3,2,11.1,2,10.1,1,1,0.4,1,2.8,3,2.1,2,1.4,0,0.0,0,0.3,1,0.8,1,2.4,29,61.2,229.6,1837.0
15,7,2,Urban,1,0,11,20.2,12,5.6,3,9.6,3,10.0,1,0,0.1,2,7.7,2,6.2,2,3.4,0,0.6,1,1.2,1,0.3,1,1.1,28,67.8,290.7,2034.6
24,6,1,Urban,0,0,1,14.2,18,3.4,7,4.0,4,11.0,2,0,0.2,4,1.8,1,1.5,1,0.9,1,1.9,2,1.5,1,0.3,0,0.1,41,74.0,369.8,2218.8
11,5,1,Rural,1,0,3,24.1,17,6.9,7,8.5,1,11.3,1,2,0.9,4,1.0,2,5.8,2,0.7,0,1.1,1,1.2,0,1.0,1,1.0,38,35.4,212.1,1060.5
43,8,3,Rural,1,1,2,19.4,10,5.2,2,5.4,2,1.3,1,1,0.11000000000000001,4,4.73,3,8.0,2,2.2,1,0.33,1,0.9,0,0.6,0,0.0,27,28.0,105.0,840.4
58,8,2,Urban,0,0,10,28.9,12,4.9,7,6.5,2,1.9,2,2,0.54,2,1.35,1,3.4,2,0.7,2,0.27,1,1.8,0,0.7,1,0.2,34,26.8,100.4,803.5
12,5,3,Urban,0,0,9,34.2,22,5.0,6,4.3,2,4.7,1,2,0.9,3,7.0,2,1.8,3,2.8,0,0.5,1,1.2,1,0.7,1,0.5,44,65.1,390.6,1953.0
52,5,2,Urban,0,1,8,32.9,10,7.8,3,4.919999999999999,5,14.28,1,1,0.77,4,1.4300000000000002,3,5.9,1,3.2,1,0.8800000000000001,2,0.1,1,0.2,1,2.6,33,151.7,910.1,4550.3
6,3,3,Urban,1,0,10,28.0,8,3.6,2,5.7,1,2.5,1,0,1.0,3,6.0,1,7.2,1,1.5,1,2.0,1,0.1,0,0.6,1,1.0,20,20.1,201.1,603.4
55,6,1,Urban,0,1,7,29.2,16,7.6,4,11.76,4,6.96,1,1,0.77,2,6.6000000000000005,1,4.7,1,1.8,2,0.77,1,1.5,0,0.3,1,1.3,34,78.1,390.7,2344.4
6,5,1,Urban,0,0,4,27.0,5,5.8,5,8.6,3,5.3,2,1,0.9,3,5.49,0,0.5,0,1.9,1,0.7200000000000001,0,0.4,0,0.2,1,1.4,21,41.4,248.4,1241.9
4,7,2,Rural,0,0,4,25.1,17,5.9,4,4.9,3,1.0,2,0,1.0,2,1.4,0,3.1,2,3.7,1,1.2,1,1.2,0,0.5,0,2.8,32,49.3,211.2,1478.2
21,8,1,Rural,0,0,7,30.6,24,4.5,5,9.48,4,13.44,1,0,0.4,3,2.6,3,0.9,3,1.4,2,1.4,1,0.2,0,0.7,1,1.3,47,126.3,473.6,3788.8
17,5,2,Urban,0,1,8,37.6,9,4.8,2,5.76,4,11.76,1,2,0.22000000000000003,3,7.700000000000001,3,1.3,3,3.3,1,0.9900000000000001,0,1.4,0,0.1,1,1.5,29,146.3,877.8,4388.9
62,6,3,Urban,1,0,11,21.9,13,6.3,4,8.0,2,2.4,2,2,0.6,3,2.8,1,4.0,2,3.7,1,0.5,2,0.2,1,0.3,1,1.4,34,47.0,234.9,1409.6
13,7,2,Rural,0,1,9,30.4,21,4.7,4,10.4,3,3.9,2,0,0.77,2,5.06,2,3.3,1,0.1,1,0.77,1,1.9,1,0.8,0,2.9,38,38.7,165.8,1160.9
13,7,3,Urban,0,1,5,29.7,21,6.1,6,9.6,2,8.64,1,0,0.8800000000000001,2,7.8100000000000005,1,0.1,3,1.3,0,0.66,1,0.7,1,0.6,1,2.5,39,64.8,277.7,1943.8
28,3,3,Urban,0,0,11,28.3,23,6.3,4,5.5,5,5.9,2,2,0.0,3,5.2,1,5.1,1,1.7,2,0.1,1,0.6,0,0.1,0,0.8,44,67.8,677.7,2033.2
17,3,2,Urban,0,0,6,38.1,9,3.2,7,9.24,4,1.92,2,0,0.8,2,6.3,0,6.2,2,2.3,0,0.8,1,0.0,0,0.6,0,1.5,27,44.4,443.7,1331.0
12,4,1,Rural,0,0,11,18.6,15,6.3,2,7.8,4,6.0,1,1,0.5,3,5.1,3,5.2,1,3.6,1,1.5,1,1.8,1,0.1,1,0.0,34,59.2,444.1,1776.5
36,6,3,Urban,0,0,5,34.3,20,3.3,6,11.16,5,5.04,2,0,0.1,5,2.7,3,3.7,3,0.5,1,1.1,2,1.4,0,0.7,0,1.7,47,66.4,332.0,1991.9
40,7,1,Urban,0,1,9,32.5,25,6.7,4,6.9,3,7.2,1,0,0.55,5,3.08,3,6.5,1,0.2,1,0.66,2,2.0,1,0.4,0,1.7,46,61.1,261.8,1832.3
55,6,3,Urban,1,1,8,32.1,24,6.8,4,11.4,4,2.52,1,1,0.4840000000000001,4,8.591000000000001,1,3.4,3,1.6,2,0.24200000000000005,1,0.9,1,0.1,1,1.8,47,51.2,255.8,1534.5
76,5,3,Urban,0,1,4,30.2,15,3.7,7,7.4,5,8.8,1,0,0.0,3,5.61,1,4.0,1,2.7,2,0.0,2,0.9,0,0.2,1,2.7,38,104.6,627.4,3137.0
13,8,3,Urban,1,0,6,35.3,16,6.0,3,11.28,1,11.52,1,0,0.9,4,1.6,0,7.0,3,3.6,0,0.1,1,1.6,0,0.6,0,1.4,29,65.1,244.1,1952.9
35,5,3,Urban,0,0,5,33.3,15,3.7,7,10.56,4,13.56,2,2,0.27,2,1.8900000000000001,3,1.5,2,0.0,1,1.35,2,1.4,1,0.5,0,0.7,41,108.1,648.6,3242.9
11,8,2,Urban,1,1,2,13.3,15,7.3,3,8.3,4,2.4,2,0,0.77,4,1.87,0,0.1,2,2.6,0,0.55,0,1.6,0,0.5,0,0.8,30,36.6,137.4,1099.2
31,4,3,Urban,0,0,12,15.1,23,5.4,2,7.2,3,11.7,2,2,0.22000000000000003,2,4.51,2,2.0,2,2.0,2,1.6500000000000001,1,0.4,0,0.7,0,0.9,41,77.8,583.4,2333.6
19,7,1,Urban,1,1,11,25.9,14,4.5,3,11.1,4,7.1,2,1,0.66,3,8.8,1,0.6,2,2.6,1,2.2,1,0.8,0,0.1,1,1.9,33,76.0,325.9,2281.0
78,8,1,Urban,0,0,12,17.7,15,6.9,4,7.0,4,7.3,1,2,0.3,3,7.1,2,5.4,2,0.7,2,1.0,2,0.2,1,0.6,0,0.9,38,59.6,223.6,1789.0
32,7,2,Urban,1,0,4,28.0,17,7.9,3,8.3,3,10.0,1,1,0.1,5,6.5,2,5.8,1,1.8,2,1.0,2,1.8,1,0.5,0,1.5,38,66.6,285.4,1997.5
75,8,3,Urban,0,0,7,31.3,24,7.4,4,4.919999999999999,2,9.12,1,1,0.4,4,7.5,0,6.9,1,3.4,1,1.7,1,1.5,1,0.3,0,2.8,40,66.0,247.4,1979.1
55,4,2,Urban,0,0,6,35.2,18,7.0,6,12.839999999999998,2,9.839999999999998,2,0,0.9,2,6.1,1,0.0,2,2.8,2,0.7,2,0.5,0,0.1,1,1.1,38,84.4,633.1,2532.5
67,5,1,Urban,0,0,1,13.8,20,4.8,3,5.1,5,5.5,2,2,0.8,2,6.9,3,7.9,2,0.1,2,0.2,1,0.4,0,0.1,0,1.9,42,46.1,276.6,1383.0
43,7,3,Urban,1,1,3,22.8,21,7.5,2,10.0,5,8.6,1,2,0.11000000000000001,2,8.58,3,5.0,2,2.6,2,1.7600000000000002,2,1.9,0,0.3,0,2.6,42,94.4,404.7,2832.9
